FitchEntityID;OPERATING_ROAA;TOTAL_EQUITY_TOTAL_ASSETS;LA_to_TA;NET_LOANS_TOTAL_ASSETS
1202991;1.42;13.1;4.548820723532065;78.76
108637;1.16;11.39;2.4379195957545297;64.73
100593;1.19;11.71;2.4383306391220927;64.74
108643;1.78;10.42;4.333670538648371;61.29
115139;1.14;8.42;9.133786357489292;51.87
112915;1.18;10.02;9.140993560275337;51.36
1202899;1.55;11.84;3.1605076979793902;78.86
110589;1.48;10.66;20.116848562602822;49.28
1708;1.56;9.53;16.372698377089016;53.28
1206824;1.73;12.24;5.335162470061737;75.19
142042;1.36;10.68;94.53087689780972;4.39
1202625;1.7;9.51;7.2131067000111795;82.38
1012744;1.45;10.66;4.806854320891418;78.25
100529;1.51;11.52;3.012260301679568;67.05
